onset_div	duration_div	pitch	step	alter	ts_beats	ts_beat_type	staff	voice	is_note_onset	beat	ks_fifths	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	section_start	octave	is_harmony_onset	cadence	cadence_type	phraseend	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc
198	6	48	C	0	2	2	2	1	True	1.0	-4	10	9	10	9a	33	1/4	True	3	False				8	v{		f	i		v		v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	-1	-1	-1
204	6	51	E	-1	2	2	2	1	True	1.5	-4	10	9	10	9a	34	1/4	False	3	False				8	v{		f	i		v		v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	-1	-1	-1
210	6	55	G	0	2	2	2	1	True	2.0	-4	10	9	10	9a	35	1/4	False	3	False				8	v{		f	i		v		v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	-1	-1	-1
216	6	60	C	0	2	2	2	1	True	2.5	-4	10	9	10	9a	36	1/4	False	4	False				8	v{		f	i		v		v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	-1	-1	-1
222	9	63	E	-1	2	2	2	1	True	1.0	-4	11	10	11	10a	37	3/8	True	4	False				8	v{		f	i		v		v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	-1	-1	-1
231	1	62	D	0	2	2	2	1	True	1.75	-4	11	10	11	10a	77/2	1/24	False	4	False				8	v{		f	i		v		v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	-1	-1	-1
232	1	60	C	0	2	2	2	1	True	1.833	-4	11	10	11	10a	116/3	1/24	False	4	False				8	v{		f	i		v		v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	-1	-1	-1
233	1	59	B	0	2	2	2	1	True	1.917	-4	11	10	11	10a	233/6	1/24	False	3	False				8	v{		f	i		v		v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	-1	-1	-1
234	6	60	C	0	2	2	2	1	True	2.0	-4	11	10	11	10a	39	1/4	False	4	False				8	v{		f	i		v		v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	-1	-1	-1
240	6	60	C	0	2	2	2	1	True	2.5	-4	11	10	11	10a	40	1/4	False	4	False				8	v{		f	i		v		v					m	True	True	(1, -2, 2)	()	1	1	minor	minor	i	i, minor	v		i	i	True	v	v, minor		v, minor		v	-1	-1	-1
246	24	60	C	0	2	2	2	1	True	1.0	-4	12	11	12	11a	41	1	True	4	True				9	III.IVM2	ii7(2)	f	III		IVM2		IV	M	2			MM7	True	False	(4, -1, 3, 0)	()	-1	4	minor	major	III	III, minor	IV		III	III	False	IVM2	IVM2, major		IVM2, major		IV	-1	-4	-4
246	24	65	F	0	2	2	2	1	True	1.0	-4	12	11	12	11a	41	1	True	4	True				9	III.IVM2	ii7(2)	f	III		IVM2		IV	M	2			MM7	True	False	(4, -1, 3, 0)	()	-1	4	minor	major	III	III, minor	IV		III	III	False	IVM2	IVM2, major		IVM2, major		IV	-1	-4	-4
246	24	68	A	-1	2	2	1	2	True	1.0	-4	12	11	12	11a	41	1	True	4	True				9	III.IVM2	ii7(2)	f	III		IVM2		IV	M	2			MM7	True	False	(4, -1, 3, 0)	()	-1	4	minor	major	III	III, minor	IV		III	III	False	IVM2	IVM2, major		IVM2, major		IV	-1	-4	-4
255	1	75	E	-1	2	2	1	1	True	1.75	-4	12	11	12	11a	85/2	1/24	False	5	False				9	III.IVM2	ii7(2)	f	III		IVM2		IV	M	2			MM7	True	False	(4, -1, 3, 0)	()	-1	4	minor	major	III	III, minor	IV		III	III	False	IVM2	IVM2, major		IVM2, major		IV	-1	-4	-4
256	1	73	D	-1	2	2	1	1	True	1.833	-4	12	11	12	11a	128/3	1/24	False	5	False				9	III.IVM2	ii7(2)	f	III		IVM2		IV	M	2			MM7	True	False	(4, -1, 3, 0)	()	-1	4	minor	major	III	III, minor	IV		III	III	False	IVM2	IVM2, major		IVM2, major		IV	-1	-4	-4
257	1	72	C	0	2	2	1	1	True	1.917	-4	12	11	12	11a	257/6	1/24	False	5	False				9	III.IVM2	ii7(2)	f	III		IVM2		IV	M	2			MM7	True	False	(4, -1, 3, 0)	()	-1	4	minor	major	III	III, minor	IV		III	III	False	IVM2	IVM2, major		IVM2, major		IV	-1	-4	-4
258	6	73	D	-1	2	2	1	1	True	2.0	-4	12	11	12	11a	43	1/4	False	5	False				9	III.IVM2	ii7(2)	f	III		IVM2		IV	M	2			MM7	True	False	(4, -1, 3, 0)	()	-1	4	minor	major	III	III, minor	IV		III	III	False	IVM2	IVM2, major		IVM2, major		IV	-1	-4	-4
264	6	73	D	-1	2	2	1	1	True	2.5	-4	12	11	12	11a	44	1/4	False	5	False				9	III.IVM2	ii7(2)	f	III		IVM2		IV	M	2			MM7	True	False	(4, -1, 3, 0)	()	-1	4	minor	major	III	III, minor	IV		III	III	False	IVM2	IVM2, major		IVM2, major		IV	-1	-4	-4
270	24	58	B	-1	2	2	2	1	True	1.0	-4	13	12	13	12a	45	1	True	3	True				10	ii7		f	III		ii7		ii		7			mm7	True	False	(2, -1, 3, 0)	()	2	2	minor	major	III	III, minor	ii		III	III	False	ii7	ii7, major		ii7, major		ii	-1	-4	-4
270	24	65	F	0	2	2	2	1	True	1.0	-4	13	12	13	12a	45	1	True	4	True				10	ii7		f	III		ii7		ii		7			mm7	True	False	(2, -1, 3, 0)	()	2	2	minor	major	III	III, minor	ii		III	III	False	ii7	ii7, major		ii7, major		ii	-1	-4	-4
270	9	68	A	-1	2	2	1	2	False	1.0	-4	13	12	13	12a	45	3/8	True	4	True				10	ii7		f	III		ii7		ii		7			mm7	True	False	(2, -1, 3, 0)	()	2	2	minor	major	III	III, minor	ii		III	III	False	ii7	ii7, major		ii7, major		ii	-1	-4	-4
270	24	73	D	-1	2	2	1	1	True	1.0	-4	13	12	13	12a	45	1	True	5	True				10	ii7		f	III		ii7		ii		7			mm7	True	False	(2, -1, 3, 0)	()	2	2	minor	major	III	III, minor	ii		III	III	False	ii7	ii7, major		ii7, major		ii	-1	-4	-4
279	1	70	B	-1	2	2	1	2	True	1.75	-4	13	12	13	12a	93/2	1/24	False	4	False				10	ii7		f	III		ii7		ii		7			mm7	True	False	(2, -1, 3, 0)	()	2	2	minor	major	III	III, minor	ii		III	III	False	ii7	ii7, major		ii7, major		ii	-1	-4	-4
280	1	68	A	-1	2	2	1	2	True	1.833	-4	13	12	13	12a	140/3	1/24	False	4	False				10	ii7		f	III		ii7		ii		7			mm7	True	False	(2, -1, 3, 0)	()	2	2	minor	major	III	III, minor	ii		III	III	False	ii7	ii7, major		ii7, major		ii	-1	-4	-4
281	1	67	G	0	2	2	1	2	True	1.917	-4	13	12	13	12a	281/6	1/24	False	4	False				10	ii7		f	III		ii7		ii		7			mm7	True	False	(2, -1, 3, 0)	()	2	2	minor	major	III	III, minor	ii		III	III	False	ii7	ii7, major		ii7, major		ii	-1	-4	-4
282	6	68	A	-1	2	2	1	2	True	2.0	-4	13	12	13	12a	47	1/4	False	4	False				10	ii7		f	III		ii7		ii		7			mm7	True	False	(2, -1, 3, 0)	()	2	2	minor	major	III	III, minor	ii		III	III	False	ii7	ii7, major		ii7, major		ii	-1	-4	-4
288	6	68	A	-1	2	2	1	2	True	2.5	-4	13	12	13	12a	48	1/4	False	4	False				10	ii7		f	III		ii7		ii		7			mm7	True	False	(2, -1, 3, 0)	()	2	2	minor	major	III	III, minor	ii		III	III	False	ii7	ii7, major		ii7, major		ii	-1	-4	-4
294	24	58	B	-1	2	2	2	1	True	1.0	-4	14	13	14	13a	49	1	True	3	True				11	V43		f	III		V43		V		43			Mm7	True	False	(2, -1, 1, 5)	()	1	2	minor	major	III	III, minor	V		III	III	False	V43	V43, major		V43, major		V	-1	-4	-4
294	24	63	E	-1	2	2	2	1	True	1.0	-4	14	13	14	13a	49	1	True	4	True				11	V43		f	III		V43		V		43			Mm7	True	False	(2, -1, 1, 5)	()	1	2	minor	major	III	III, minor	V		III	III	False	V43	V43, major		V43, major		V	-1	-4	-4
294	24	67	G	0	2	2	1	2	True	1.0	-4	14	13	14	13a	49	1	True	4	True				11	V43		f	III		V43		V		43			Mm7	True	False	(2, -1, 1, 5)	()	1	2	minor	major	III	III, minor	V		III	III	False	V43	V43, major		V43, major		V	-1	-4	-4
294	9	73	D	-1	2	2	1	1	False	1.0	-4	14	13	14	13a	49	3/8	True	5	True				11	V43		f	III		V43		V		43			Mm7	True	False	(2, -1, 1, 5)	()	1	2	minor	major	III	III, minor	V		III	III	False	V43	V43, major		V43, major		V	-1	-4	-4
303	1	75	E	-1	2	2	1	1	True	1.75	-4	14	13	14	13a	101/2	1/24	False	5	False				11	V43		f	III		V43		V		43			Mm7	True	False	(2, -1, 1, 5)	()	1	2	minor	major	III	III, minor	V		III	III	False	V43	V43, major		V43, major		V	-1	-4	-4
304	1	73	D	-1	2	2	1	1	True	1.833	-4	14	13	14	13a	152/3	1/24	False	5	False				11	V43		f	III		V43		V		43			Mm7	True	False	(2, -1, 1, 5)	()	1	2	minor	major	III	III, minor	V		III	III	False	V43	V43, major		V43, major		V	-1	-4	-4
305	1	72	C	0	2	2	1	1	True	1.917	-4	14	13	14	13a	305/6	1/24	False	5	False				11	V43		f	III		V43		V		43			Mm7	True	False	(2, -1, 1, 5)	()	1	2	minor	major	III	III, minor	V		III	III	False	V43	V43, major		V43, major		V	-1	-4	-4
306	6	73	D	-1	2	2	1	1	True	2.0	-4	14	13	14	13a	51	1/4	False	5	False				11	V43		f	III		V43		V		43			Mm7	True	False	(2, -1, 1, 5)	()	1	2	minor	major	III	III, minor	V		III	III	False	V43	V43, major		V43, major		V	-1	-4	-4
312	6	73	D	-1	2	2	1	1	True	2.5	-4	14	13	14	13a	52	1/4	False	5	False				11	V43		f	III		V43		V		43			Mm7	True	False	(2, -1, 1, 5)	()	1	2	minor	major	III	III, minor	V		III	III	False	V43	V43, major		V43, major		V	-1	-4	-4
318	24	56	A	-1	2	2	2	1	True	1.0	-4	15	14	15	14a	53	1	True	3	True				12	I		f	III		I		I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	-1	-4	-4
318	24	63	E	-1	2	2	2	1	True	1.0	-4	15	14	15	14a	53	1	True	4	True				12	I		f	III		I		I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	-1	-4	-4
318	24	68	A	-1	2	2	1	2	True	1.0	-4	15	14	15	14a	53	1	True	4	True				12	I		f	III		I		I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	-1	-4	-4
327	1	73	D	-1	2	2	1	1	True	1.75	-4	15	14	15	14a	109/2	1/24	False	5	False				12	I		f	III		I		I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	-1	-4	-4
328	1	72	C	0	2	2	1	1	True	1.833	-4	15	14	15	14a	164/3	1/24	False	5	False				12	I		f	III		I		I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	-1	-4	-4
329	1	71	B	0	2	2	1	1	True	1.917	-4	15	14	15	14a	329/6	1/24	False	4	False				12	I		f	III		I		I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	-1	-4	-4
330	6	72	C	0	2	2	1	1	True	2.0	-4	15	14	15	14a	55	1/4	False	5	False				12	I		f	III		I		I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	-1	-4	-4
336	6	72	C	0	2	2	1	1	True	2.5	-4	15	14	15	14a	56	1/4	False	5	False				12	I		f	III		I		I					M	True	False	(0, 4, 1)	()	0	0	minor	major	III	III, minor	I		III	III	False	I	I, major		I, major		I	-1	-4	-4
342	12	61	D	-1	2	2	2	1	True	1.0	-4	16	15	16	15a	57	1/2	True	4	True				13	ii6(2)		f	III		ii6(2)		ii		6	2		m	True	False	(-1, 3, 4)	()	2	-1	minor	major	III	III, minor	ii		III	III	False	ii6	ii6, major		ii6(2), major		ii	-1	-4	-4
342	24	65	F	0	2	2	1	2	True	1.0	-4	16	15	16	15a	57	1	True	4	True				13	ii6(2)		f	III		ii6(2)		ii		6	2		m	True	False	(-1, 3, 4)	()	2	-1	minor	major	III	III, minor	ii		III	III	False	ii6	ii6, major		ii6(2), major		ii	-1	-4	-4
342	6	72	C	0	2	2	1	1	True	1.0	-4	16	15	16	15a	57	1/4	True	5	True				13	ii6(2)		f	III		ii6(2)		ii		6	2		m	True	False	(-1, 3, 4)	()	2	-1	minor	major	III	III, minor	ii		III	III	False	ii6	ii6, major		ii6(2), major		ii	-1	-4	-4
348	12	70	B	-1	2	2	1	1	True	1.5	-4	16	15	16	15a	58	1/2	False	4	True				14	ii6		f	III		ii6		ii		6			m	True	False	(-1, 3, 2)	()	2	-1	minor	major	III	III, minor	ii		III	III	False	ii6	ii6, major		ii6, major		ii	-1	-4	-4
354	12	62	D	0	2	2	2	1	True	2.0	-4	16	15	16	15a	59	1/2	False	4	True				15	V65/V		f	III		V65/V		V		65		V	Mm7	True	False	(6, 3, 0, 2)	()	2	6	minor	major	III	III, minor	V/V	V	V/III	VII	False	V65/V	V65/V, major		V65/V, major	V	V	-1	-4	-3
360	6	68	A	-1	2	2	1	1	True	2.5	-4	16	15	16	15a	60	1/4	False	4	False				15	V65/V		f	III		V65/V		V		65		V	Mm7	True	False	(6, 3, 0, 2)	()	2	6	minor	major	III	III, minor	V/V	V	V/III	VII	False	V65/V	V65/V, major		V65/V, major	V	V	-1	-4	-3
366	6	63	E	-1	2	2	2	1	True	1.0	-4	17	16	17	16a	61	1/4	True	4	True	HC	HC	}	16	V|HC}		f	III		V		V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major		V, major		V	-1	-4	-4
366	6	67	G	0	2	2	1	1	True	1.0	-4	17	16	17	16a	61	1/4	True	4	True	HC	HC	}	16	V|HC}		f	III		V		V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major		V, major		V	-1	-4	-4
372	6	75	E	-1	2	2	1	1	True	1.5	-4	17	16	17	16a	62	1/4	False	5	False				16	V|HC}		f	III		V		V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major		V, major		V	-1	-4	-4
378	6	73	D	-1	2	2	1	1	True	2.0	-4	17	16	17	16a	63	1/4	False	5	False				16	V|HC}		f	III		V		V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major		V, major		V	-1	-4	-4
384	6	60	C	0	2	2	2	1	True	2.5	-4	17	16	17	16a	64	1/4	False	4	True			{	17	I6{		f	III		I6		I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	-1	-4	-4
384	6	63	E	-1	2	2	2	1	True	2.5	-4	17	16	17	16a	64	1/4	False	4	True			{	17	I6{		f	III		I6		I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	-1	-4	-4
384	6	72	C	0	2	2	1	1	True	2.5	-4	17	16	17	16a	64	1/4	False	5	True			{	17	I6{		f	III		I6		I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	-1	-4	-4
390	12	61	D	-1	2	2	2	1	True	1.0	-4	18	17	18	17a	65	1/2	True	4	True				18	ii6(2)		f	III		ii6(2)		ii		6	2		m	True	False	(-1, 3, 4)	()	2	-1	minor	major	III	III, minor	ii		III	III	False	ii6	ii6, major		ii6(2), major		ii	-1	-4	-4
390	12	65	F	0	2	2	2	1	True	1.0	-4	18	17	18	17a	65	1/2	True	4	True				18	ii6(2)		f	III		ii6(2)		ii		6	2		m	True	False	(-1, 3, 4)	()	2	-1	minor	major	III	III, minor	ii		III	III	False	ii6	ii6, major		ii6(2), major		ii	-1	-4	-4
390	6	72	C	0	2	2	1	1	False	1.0	-4	18	17	18	17a	65	1/4	True	5	True				18	ii6(2)		f	III		ii6(2)		ii		6	2		m	True	False	(-1, 3, 4)	()	2	-1	minor	major	III	III, minor	ii		III	III	False	ii6	ii6, major		ii6(2), major		ii	-1	-4	-4
396	12	70	B	-1	2	2	1	1	True	1.5	-4	18	17	18	17a	66	1/2	False	4	True				19	ii6		f	III		ii6		ii		6			m	True	False	(-1, 3, 2)	()	2	-1	minor	major	III	III, minor	ii		III	III	False	ii6	ii6, major		ii6, major		ii	-1	-4	-4
402	12	62	D	0	2	2	2	1	True	2.0	-4	18	17	18	17a	67	1/2	False	4	True				20	V65/V		f	III		V65/V		V		65		V	Mm7	True	False	(6, 3, 0, 2)	()	2	6	minor	major	III	III, minor	V/V	V	V/III	VII	False	V65/V	V65/V, major		V65/V, major	V	V	-1	-4	-3
402	12	65	F	0	2	2	2	1	True	2.0	-4	18	17	18	17a	67	1/2	False	4	True				20	V65/V		f	III		V65/V		V		65		V	Mm7	True	False	(6, 3, 0, 2)	()	2	6	minor	major	III	III, minor	V/V	V	V/III	VII	False	V65/V	V65/V, major		V65/V, major	V	V	-1	-4	-3
408	6	68	A	-1	2	2	1	1	True	2.5	-4	18	17	18	17a	68	1/4	False	4	False				20	V65/V		f	III		V65/V		V		65		V	Mm7	True	False	(6, 3, 0, 2)	()	2	6	minor	major	III	III, minor	V/V	V	V/III	VII	False	V65/V	V65/V, major		V65/V, major	V	V	-1	-4	-3
414	6	63	E	-1	2	2	2	1	True	1.0	-4	19	18	19	18a	69	1/4	True	4	True	HC	HC	}	21	V|HC}		f	III		V		V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major		V, major		V	-1	-4	-4
414	6	67	G	0	2	2	1	1	True	1.0	-4	19	18	19	18a	69	1/4	True	4	True	HC	HC	}	21	V|HC}		f	III		V		V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major		V, major		V	-1	-4	-4
420	6	63	E	-1	2	2	1	1	True	1.5	-4	19	18	19	18a	70	1/4	False	4	False				21	V|HC}		f	III		V		V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major		V, major		V	-1	-4	-4
420	6	75	E	-1	2	2	1	1	True	1.5	-4	19	18	19	18a	70	1/4	False	5	False				21	V|HC}		f	III		V		V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major		V, major		V	-1	-4	-4
426	6	61	D	-1	2	2	1	1	True	2.0	-4	19	18	19	18a	71	1/4	False	4	False				21	V|HC}		f	III		V		V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major		V, major		V	-1	-4	-4
426	6	73	D	-1	2	2	1	1	True	2.0	-4	19	18	19	18a	71	1/4	False	5	False				21	V|HC}		f	III		V		V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major		V, major		V	-1	-4	-4
432	6	48	C	0	2	2	2	1	True	2.5	-4	19	18	19	18a	72	1/4	False	3	True			{	22	I6{		f	III		I6		I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	-1	-4	-4
432	6	51	E	-1	2	2	2	1	True	2.5	-4	19	18	19	18a	72	1/4	False	3	True			{	22	I6{		f	III		I6		I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	-1	-4	-4
432	6	60	C	0	2	2	1	1	True	2.5	-4	19	18	19	18a	72	1/4	False	4	True			{	22	I6{		f	III		I6		I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	-1	-4	-4
432	6	72	C	0	2	2	1	1	True	2.5	-4	19	18	19	18a	72	1/4	False	5	True			{	22	I6{		f	III		I6		I		6			M	True	False	(4, 1, 0)	()	0	4	minor	major	III	III, minor	I		III	III	False	I6	I6, major		I6, major		I	-1	-4	-4
438	12	49	D	-1	2	2	2	1	True	1.0	-4	20	19	20	19a	73	1/2	True	3	True				23	ii6(2)		f	III		ii6(2)		ii		6	2		m	True	False	(-1, 3, 4)	()	2	-1	minor	major	III	III, minor	ii		III	III	False	ii6	ii6, major		ii6(2), major		ii	-1	-4	-4
438	12	53	F	0	2	2	2	1	True	1.0	-4	20	19	20	19a	73	1/2	True	3	True				23	ii6(2)		f	III		ii6(2)		ii		6	2		m	True	False	(-1, 3, 4)	()	2	-1	minor	major	III	III, minor	ii		III	III	False	ii6	ii6, major		ii6(2), major		ii	-1	-4	-4
438	6	60	C	0	2	2	1	1	False	1.0	-4	20	19	20	19a	73	1/4	True	4	True				23	ii6(2)		f	III		ii6(2)		ii		6	2		m	True	False	(-1, 3, 4)	()	2	-1	minor	major	III	III, minor	ii		III	III	False	ii6	ii6, major		ii6(2), major		ii	-1	-4	-4
438	6	72	C	0	2	2	1	1	False	1.0	-4	20	19	20	19a	73	1/4	True	5	True				23	ii6(2)		f	III		ii6(2)		ii		6	2		m	True	False	(-1, 3, 4)	()	2	-1	minor	major	III	III, minor	ii		III	III	False	ii6	ii6, major		ii6(2), major		ii	-1	-4	-4
444	12	58	B	-1	2	2	1	1	True	1.5	-4	20	19	20	19a	74	1/2	False	3	True				24	ii6		f	III		ii6		ii		6			m	True	False	(-1, 3, 2)	()	2	-1	minor	major	III	III, minor	ii		III	III	False	ii6	ii6, major		ii6, major		ii	-1	-4	-4
444	12	70	B	-1	2	2	1	1	True	1.5	-4	20	19	20	19a	74	1/2	False	4	True				24	ii6		f	III		ii6		ii		6			m	True	False	(-1, 3, 2)	()	2	-1	minor	major	III	III, minor	ii		III	III	False	ii6	ii6, major		ii6, major		ii	-1	-4	-4
450	12	50	D	0	2	2	2	1	True	2.0	-4	20	19	20	19a	75	1/2	False	3	True				25	V65/V		f	III		V65/V		V		65		V	Mm7	True	False	(6, 3, 0, 2)	()	2	6	minor	major	III	III, minor	V/V	V	V/III	VII	False	V65/V	V65/V, major		V65/V, major	V	V	-1	-4	-3
450	12	53	F	0	2	2	2	1	True	2.0	-4	20	19	20	19a	75	1/2	False	3	True				25	V65/V		f	III		V65/V		V		65		V	Mm7	True	False	(6, 3, 0, 2)	()	2	6	minor	major	III	III, minor	V/V	V	V/III	VII	False	V65/V	V65/V, major		V65/V, major	V	V	-1	-4	-3
456	6	56	A	-1	2	2	1	1	True	2.5	-4	20	19	20	19a	76	1/4	False	3	False				25	V65/V		f	III		V65/V		V		65		V	Mm7	True	False	(6, 3, 0, 2)	()	2	6	minor	major	III	III, minor	V/V	V	V/III	VII	False	V65/V	V65/V, major		V65/V, major	V	V	-1	-4	-3
456	6	68	A	-1	2	2	1	1	True	2.5	-4	20	19	20	19a	76	1/4	False	4	False				25	V65/V		f	III		V65/V		V		65		V	Mm7	True	False	(6, 3, 0, 2)	()	2	6	minor	major	III	III, minor	V/V	V	V/III	VII	False	V65/V	V65/V, major		V65/V, major	V	V	-1	-4	-3
462	3	51	E	-1	2	2	2	1	True	1.0	-4	21	20	21	20a	77	1/8	True	3	True	HC	HC	}{	26	V[V|HC}{		f	III	V	V		V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major	V	V, major		V	-1	-4	-4
462	6	55	G	0	2	2	1	1	True	1.0	-4	21	20	21	20a	77	1/4	True	3	True	HC	HC	}{	26	V[V|HC}{		f	III	V	V		V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major	V	V, major		V	-1	-4	-4
462	6	67	G	0	2	2	1	1	True	1.0	-4	21	20	21	20a	77	1/4	True	4	True	HC	HC	}{	26	V[V|HC}{		f	III	V	V		V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major	V	V, major		V	-1	-4	-4
465	3	63	E	-1	2	2	2	1	True	1.25	-4	21	20	21	20a	155/2	1/8	False	4	False				26	V[V|HC}{		f	III	V	V		V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major	V	V, major		V	-1	-4	-4
468	3	51	E	-1	2	2	2	1	True	1.5	-4	21	20	21	20a	78	1/8	False	3	False				26	V[V|HC}{		f	III	V	V		V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major	V	V, major		V	-1	-4	-4
471	3	63	E	-1	2	2	2	1	True	1.75	-4	21	20	21	20a	157/2	1/8	False	4	False				26	V[V|HC}{		f	III	V	V		V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major	V	V, major		V	-1	-4	-4
474	3	51	E	-1	2	2	2	1	True	2.0	-4	21	20	21	20a	79	1/8	False	3	False				26	V[V|HC}{		f	III	V	V		V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major	V	V, major		V	-1	-4	-4
477	3	63	E	-1	2	2	2	1	True	2.25	-4	21	20	21	20a	159/2	1/8	False	4	False				26	V[V|HC}{		f	III	V	V		V					M	True	False	(1, 5, 2)	()	1	1	minor	major	III	III, minor	V		III	III	False	V	V, major	V	V, major		V	-1	-4	-4
480	3	51	E	-1	2	2	2	1	True	2.5	-4	21	20	21	20a	80	1/8	False	3	True				27	V7(+b9)		f	III	V	V7(+b9)		V		7	+b9		Mm7	True	False	(1, 5, 2, -1)	(-4,)	1	1	minor	major	III	III, minor	V		III	III	False	V7	V7, major	V	V7(+b9), major		V	-1	-4	-4
480	6	76	F	-1	2	2	1	1	True	2.5	-4	21	20	21	20a	80	1/4	False	5	True				27	V7(+b9)		f	III	V	V7(+b9)		V		7	+b9		Mm7	True	False	(1, 5, 2, -1)	(-4,)	1	1	minor	major	III	III, minor	V		III	III	False	V7	V7, major	V	V7(+b9), major		V	-1	-4	-4
483	3	63	E	-1	2	2	2	1	True	2.75	-4	21	20	21	20a	161/2	1/8	False	4	False				27	V7(+b9)		f	III	V	V7(+b9)		V		7	+b9		Mm7	True	False	(1, 5, 2, -1)	(-4,)	1	1	minor	major	III	III, minor	V		III	III	False	V7	V7, major	V	V7(+b9), major		V	-1	-4	-4
486	3	51	E	-1	2	2	2	1	True	1.0	-4	22	21	22	21a	81	1/8	True	3	True				28	V7		f	III	V	V7		V		7			Mm7	True	False	(1, 5, 2, -1)	()	1	1	minor	major	III	III, minor	V		III	III	False	V7	V7, major	V	V7, major		V	-1	-4	-4
