onset_div	duration_div	pitch	step	alter	ts_beats	ts_beat_type	staff	voice	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	octave
3288	6	85	D	-1	2	2	1	1	91	89	140	89a	548	1/4	6
3291	3	48	C	0	2	2	2	1	91	89	140	89a	1097/2	1/8	3
3294	3	56	A	-1	2	2	2	1	92	90	141	90a	549	1/8	3
3294	6	72	C	0	2	2	1	1	92	90	141	90a	549	1/4	5
3294	6	84	C	0	2	2	1	1	92	90	141	90a	549	1/4	6
3297	3	48	C	0	2	2	2	1	92	90	141	90a	1099/2	1/8	3
3300	3	60	C	0	2	2	2	1	92	90	141	90a	550	1/8	4
3300	6	72	C	0	2	2	1	1	92	90	141	90a	550	1/4	5
3300	6	84	C	0	2	2	1	1	92	90	141	90a	550	1/4	6
3303	3	48	C	0	2	2	2	1	92	90	141	90a	1101/2	1/8	3
3306	3	59	B	0	2	2	2	1	92	90	141	90a	551	1/8	3
3309	3	48	C	0	2	2	2	1	92	90	141	90a	1103/2	1/8	3
3312	3	62	D	0	2	2	2	1	92	90	141	90a	552	1/8	4
3312	6	77	F	0	2	2	1	1	92	90	141	90a	552	1/4	5
3312	6	89	F	0	2	2	1	1	92	90	141	90a	552	1/4	6
3315	3	48	C	0	2	2	2	1	92	90	141	90a	1105/2	1/8	3
3318	3	60	C	0	2	2	2	1	93	91	142	91a	553	1/8	4
3318	6	76	E	0	2	2	1	1	93	91	142	91a	553	1/4	5
3318	6	88	E	0	2	2	1	1	93	91	142	91a	553	1/4	6
3321	3	48	C	0	2	2	2	1	93	91	142	91a	1107/2	1/8	3
3324	3	60	C	0	2	2	2	1	93	91	142	91a	554	1/8	4
3324	6	76	E	0	2	2	1	1	93	91	142	91a	554	1/4	5
3324	6	88	E	0	2	2	1	1	93	91	142	91a	554	1/4	6
3327	3	48	C	0	2	2	2	1	93	91	142	91a	1109/2	1/8	3
3330	3	58	B	-1	2	2	2	1	93	91	142	91a	555	1/8	3
3333	3	48	C	0	2	2	2	1	93	91	142	91a	1111/2	1/8	3
3336	3	58	B	-1	2	2	2	1	93	91	142	91a	556	1/8	3
3336	6	73	D	-1	2	2	1	1	93	91	142	91a	556	1/4	5
3336	6	85	D	-1	2	2	1	1	93	91	142	91a	556	1/4	6
3339	3	48	C	0	2	2	2	1	93	91	142	91a	1113/2	1/8	3
3342	3	56	A	-1	2	2	2	1	94	92	143	92a	557	1/8	3
3342	6	72	C	0	2	2	1	1	94	92	143	92a	557	1/4	5
3342	6	84	C	0	2	2	1	1	94	92	143	92a	557	1/4	6
3345	3	48	C	0	2	2	2	1	94	92	143	92a	1115/2	1/8	3
3348	3	60	C	0	2	2	2	1	94	92	143	92a	558	1/8	4
3348	6	72	C	0	2	2	1	1	94	92	143	92a	558	1/4	5
3348	6	84	C	0	2	2	1	1	94	92	143	92a	558	1/4	6
3351	3	48	C	0	2	2	2	1	94	92	143	92a	1117/2	1/8	3
3354	3	59	B	0	2	2	2	1	94	92	143	92a	559	1/8	3
3357	3	48	C	0	2	2	2	1	94	92	143	92a	1119/2	1/8	3
3360	3	62	D	0	2	2	2	1	94	92	143	92a	560	1/8	4
3360	6	77	F	0	2	2	1	1	94	92	143	92a	560	1/4	5
3360	6	89	F	0	2	2	1	1	94	92	143	92a	560	1/4	6
3363	3	48	C	0	2	2	2	1	94	92	143	92a	1121/2	1/8	3
3366	6	60	C	0	2	2	2	1	95	93	144	93a	561	1/4	4
3366	6	76	E	0	2	2	1	1	95	93	144	93a	561	1/4	5
3366	6	88	E	0	2	2	1	1	95	93	144	93a	561	1/4	6
3372	6	60	C	0	2	2	2	1	95	93	144	93a	562	1/4	4
3378	6	60	C	0	2	2	2	1	95	93	144	93a	563	1/4	4
3384	6	60	C	0	2	2	2	1	95	93	144	93a	564	1/4	4
3390	6	60	C	0	2	2	2	1	96	94	145	94a	565	1/4	4
3396	6	60	C	0	2	2	2	1	96	94	145	94a	566	1/4	4
3402	6	60	C	0	2	2	2	1	96	94	145	94a	567	1/4	4
3408	6	60	C	0	2	2	2	1	96	94	145	94a	568	1/4	4
3414	6	60	C	0	2	2	2	1	97	95	146	95a	569	1/4	4
3414	6	61	D	-1	2	2	2	1	97	95	146	95a	569	1/4	4
3420	6	60	C	0	2	2	2	1	97	95	146	95a	570	1/4	4
3420	6	61	D	-1	2	2	2	1	97	95	146	95a	570	1/4	4
3423	1	68	A	-1	2	2	1	1	97	95	146	95a	1141/2	1/24	4
3424	1	66	G	-1	2	2	1	1	97	95	146	95a	1712/3	1/24	4
3425	1	65	F	0	2	2	1	1	97	95	146	95a	3425/6	1/24	4
3426	6	60	C	0	2	2	2	1	97	95	146	95a	571	1/4	4
3426	6	61	D	-1	2	2	2	1	97	95	146	95a	571	1/4	4
3426	6	66	G	-1	2	2	1	1	97	95	146	95a	571	1/4	4
3432	6	60	C	0	2	2	2	1	97	95	146	95a	572	1/4	4
3432	6	61	D	-1	2	2	2	1	97	95	146	95a	572	1/4	4
3438	6	58	B	-1	2	2	2	1	98	96	147	96a	573	1/4	3
3438	6	61	D	-1	2	2	2	1	98	96	147	96a	573	1/4	4
3444	6	58	B	-1	2	2	2	1	98	96	147	96a	574	1/4	3
3444	6	61	D	-1	2	2	2	1	98	96	147	96a	574	1/4	4
3447	1	87	E	-1	2	2	1	1	98	96	147	96a	1149/2	1/24	6
3448	1	85	D	-1	2	2	1	1	98	96	147	96a	1724/3	1/24	6
3449	1	84	C	0	2	2	1	1	98	96	147	96a	3449/6	1/24	6
3450	6	58	B	-1	2	2	2	1	98	96	147	96a	575	1/4	3
3450	6	61	D	-1	2	2	2	1	98	96	147	96a	575	1/4	4
3450	6	85	D	-1	2	2	1	1	98	96	147	96a	575	1/4	6
3456	6	58	B	-1	2	2	2	1	98	96	147	96a	576	1/4	3
3456	6	61	D	-1	2	2	2	1	98	96	147	96a	576	1/4	4
3462	6	58	B	-1	2	2	2	1	99	97	148	97a	577	1/4	3
3462	6	60	C	0	2	2	2	1	99	97	148	97a	577	1/4	4
3468	6	58	B	-1	2	2	2	1	99	97	148	97a	578	1/4	3
3468	6	60	C	0	2	2	2	1	99	97	148	97a	578	1/4	4
3471	1	65	F	0	2	2	1	1	99	97	148	97a	1157/2	1/24	4
3472	1	64	E	0	2	2	1	1	99	97	148	97a	1736/3	1/24	4
3473	1	62	D	0	2	2	1	1	99	97	148	97a	3473/6	1/24	4
3474	6	58	B	-1	2	2	2	1	99	97	148	97a	579	1/4	3
3474	6	60	C	0	2	2	2	1	99	97	148	97a	579	1/4	4
3474	6	64	E	0	2	2	1	1	99	97	148	97a	579	1/4	4
3480	6	58	B	-1	2	2	2	1	99	97	148	97a	580	1/4	3
3480	6	60	C	0	2	2	2	1	99	97	148	97a	580	1/4	4
3486	6	56	A	-1	2	2	2	1	100	98	149	98a	581	1/4	3
3486	6	60	C	0	2	2	2	1	100	98	149	98a	581	1/4	4
3492	6	56	A	-1	2	2	2	1	100	98	149	98a	582	1/4	3
3492	6	60	C	0	2	2	2	1	100	98	149	98a	582	1/4	4
3495	1	85	D	-1	2	2	1	1	100	98	149	98a	1165/2	1/24	6
3496	1	84	C	0	2	2	1	1	100	98	149	98a	1748/3	1/24	6
3497	1	83	B	0	2	2	1	1	100	98	149	98a	3497/6	1/24	5
3498	6	56	A	-1	2	2	2	1	100	98	149	98a	583	1/4	3
3498	6	60	C	0	2	2	2	1	100	98	149	98a	583	1/4	4
3498	6	84	C	0	2	2	1	1	100	98	149	98a	583	1/4	6
3504	6	56	A	-1	2	2	2	1	100	98	149	98a	584	1/4	3
3504	6	60	C	0	2	2	2	1	100	98	149	98a	584	1/4	4
3510	6	56	A	-1	2	2	2	1	101	99	150	99a	585	1/4	3
3510	6	58	B	-1	2	2	2	1	101	99	150	99a	585	1/4	3
3516	6	56	A	-1	2	2	2	1	101	99	150	99a	586	1/4	3
3516	6	58	B	-1	2	2	2	1	101	99	150	99a	586	1/4	3
3519	1	63	E	-1	2	2	1	1	101	99	150	99a	1173/2	1/24	4
3520	1	62	D	0	2	2	1	1	101	99	150	99a	1760/3	1/24	4
3521	1	60	C	0	2	2	1	1	101	99	150	99a	3521/6	1/24	4
3522	6	56	A	-1	2	2	2	1	101	99	150	99a	587	1/4	3
3522	6	58	B	-1	2	2	2	1	101	99	150	99a	587	1/4	3
3522	6	62	D	0	2	2	1	1	101	99	150	99a	587	1/4	4
3528	6	56	A	-1	2	2	2	1	101	99	150	99a	588	1/4	3
3528	6	58	B	-1	2	2	2	1	101	99	150	99a	588	1/4	3
3534	6	55	G	0	2	2	2	1	102	100	151	100a	589	1/4	3
3534	6	58	B	-1	2	2	2	1	102	100	151	100a	589	1/4	3
3534	6	64	E	0	2	2	2	1	102	100	151	100a	589	1/4	4
3540	6	55	G	0	2	2	2	1	102	100	151	100a	590	1/4	3
3540	6	58	B	-1	2	2	2	1	102	100	151	100a	590	1/4	3
3540	6	64	E	0	2	2	2	1	102	100	151	100a	590	1/4	4
3543	1	84	C	0	2	2	1	1	102	100	151	100a	1181/2	1/24	6
3544	1	82	B	-1	2	2	1	1	102	100	151	100a	1772/3	1/24	5
3545	1	81	A	0	2	2	1	1	102	100	151	100a	3545/6	1/24	5
3546	6	55	G	0	2	2	2	1	102	100	151	100a	591	1/4	3
3546	6	58	B	-1	2	2	2	1	102	100	151	100a	591	1/4	3
3546	6	64	E	0	2	2	2	1	102	100	151	100a	591	1/4	4
3546	6	82	B	-1	2	2	1	1	102	100	151	100a	591	1/4	5
3552	6	55	G	0	2	2	2	1	102	100	151	100a	592	1/4	3
3552	6	58	B	-1	2	2	2	1	102	100	151	100a	592	1/4	3
3552	6	64	E	0	2	2	2	1	102	100	151	100a	592	1/4	4
3558	6	53	F	0	2	2	2	1	103	101	152	101a	593	1/4	3
3558	6	56	A	-1	2	2	2	1	103	101	152	101a	593	1/4	3
3558	6	60	C	0	2	2	2	1	103	101	152	101a	593	1/4	4
3558	6	65	F	0	2	2	1	1	103	101	152	101a	593	1/4	4
3564	6	68	A	-1	2	2	1	1	103	101	152	101a	594	1/4	4
3570	6	72	C	0	2	2	1	1	103	101	152	101a	595	1/4	5
3576	6	77	F	0	2	2	1	1	103	101	152	101a	596	1/4	5
3582	9	80	A	-1	2	2	1	1	104	102	153	102a	597	3/8	5
3588	6	53	F	0	2	2	2	1	104	102	153	102a	598	1/4	3
3588	6	56	A	-1	2	2	2	1	104	102	153	102a	598	1/4	3
3588	6	60	C	0	2	2	2	1	104	102	153	102a	598	1/4	4
3591	1	79	G	0	2	2	1	1	104	102	153	102a	1197/2	1/24	5
3592	1	77	F	0	2	2	1	1	104	102	153	102a	1796/3	1/24	5
3593	1	76	E	0	2	2	1	1	104	102	153	102a	3593/6	1/24	5
3594	6	53	F	0	2	2	2	1	104	102	153	102a	599	1/4	3
3594	6	56	A	-1	2	2	2	1	104	102	153	102a	599	1/4	3
3594	6	60	C	0	2	2	2	1	104	102	153	102a	599	1/4	4
3594	6	77	F	0	2	2	1	1	104	102	153	102a	599	1/4	5
3600	6	53	F	0	2	2	2	1	104	102	153	102a	600	1/4	3
3600	6	56	A	-1	2	2	2	1	104	102	153	102a	600	1/4	3
3600	6	60	C	0	2	2	2	1	104	102	153	102a	600	1/4	4
3606	6	52	E	0	2	2	2	1	105	103	154	103a	601	1/4	3
3606	6	55	G	0	2	2	2	1	105	103	154	103a	601	1/4	3
3606	6	58	B	-1	2	2	2	1	105	103	154	103a	601	1/4	3
3606	6	60	C	0	2	2	2	1	105	103	154	103a	601	1/4	4
3606	6	67	G	0	2	2	1	1	105	103	154	103a	601	1/4	4
3612	6	72	C	0	2	2	1	1	105	103	154	103a	602	1/4	5
3618	6	76	E	0	2	2	1	1	105	103	154	103a	603	1/4	5
3624	6	79	G	0	2	2	1	1	105	103	154	103a	604	1/4	5
3630	9	82	B	-1	2	2	1	1	106	104	155	104a	605	3/8	5
3636	6	52	E	0	2	2	2	1	106	104	155	104a	606	1/4	3
3636	6	55	G	0	2	2	2	1	106	104	155	104a	606	1/4	3
3636	6	58	B	-1	2	2	2	1	106	104	155	104a	606	1/4	3
3636	6	60	C	0	2	2	2	1	106	104	155	104a	606	1/4	4
3639	1	80	A	-1	2	2	1	1	106	104	155	104a	1213/2	1/24	5
3640	1	79	G	0	2	2	1	1	106	104	155	104a	1820/3	1/24	5
3641	1	77	F	0	2	2	1	1	106	104	155	104a	3641/6	1/24	5
3642	6	52	E	0	2	2	2	1	106	104	155	104a	607	1/4	3
3642	6	55	G	0	2	2	2	1	106	104	155	104a	607	1/4	3
3642	6	58	B	-1	2	2	2	1	106	104	155	104a	607	1/4	3
3642	6	60	C	0	2	2	2	1	106	104	155	104a	607	1/4	4
3642	6	79	G	0	2	2	1	1	106	104	155	104a	607	1/4	5
3648	6	52	E	0	2	2	2	1	106	104	155	104a	608	1/4	3
3648	6	55	G	0	2	2	2	1	106	104	155	104a	608	1/4	3
3648	6	58	B	-1	2	2	2	1	106	104	155	104a	608	1/4	3
3648	6	60	C	0	2	2	2	1	106	104	155	104a	608	1/4	4
3654	0	72	C	0	2	2	1	1	107	105	156	105a	609	0	5
3654	12	53	F	0	2	2	2	1	107	105	156	105a	609	1/2	3
3654	12	56	A	-1	2	2	2	1	107	105	156	105a	609	1/2	3
3654	12	60	C	0	2	2	2	1	107	105	156	105a	609	1/2	4
3654	9	80	A	-1	2	2	1	1	107	105	156	105a	609	3/8	5
3663	1	79	G	0	2	2	1	1	107	105	156	105a	1221/2	1/24	5
3664	1	77	F	0	2	2	1	1	107	105	156	105a	1832/3	1/24	5
3665	1	76	E	0	2	2	1	1	107	105	156	105a	3665/6	1/24	5
3666	6	77	F	0	2	2	1	1	107	105	156	105a	611	1/4	5
3678	0	72	C	0	2	2	1	1	108	106	157	106a	613	0	5
3678	12	55	G	0	2	2	2	1	108	106	157	106a	613	1/2	3
3678	12	58	B	-1	2	2	2	1	108	106	157	106a	613	1/2	3
3678	12	64	E	0	2	2	2	1	108	106	157	106a	613	1/2	4
3678	9	82	B	-1	2	2	1	1	108	106	157	106a	613	3/8	5
3687	1	80	A	-1	2	2	1	1	108	106	157	106a	1229/2	1/24	5
3688	1	79	G	0	2	2	1	1	108	106	157	106a	1844/3	1/24	5
3689	1	77	F	0	2	2	1	1	108	106	157	106a	3689/6	1/24	5
3690	6	79	G	0	2	2	1	1	108	106	157	106a	615	1/4	5
3702	6	56	A	-1	2	2	2	1	109	107	158	107a	617	1/4	3
3702	6	60	C	0	2	2	2	1	109	107	158	107a	617	1/4	4
3702	6	65	F	0	2	2	2	1	109	107	158	107a	617	1/4	4
3702	12	72	C	0	2	2	1	1	109	107	158	107a	617	1/2	5
3702	12	77	F	0	2	2	1	1	109	107	158	107a	617	1/2	5
3702	12	80	A	-1	2	2	1	1	109	107	158	107a	617	1/2	5
3702	12	84	C	0	2	2	1	1	109	107	158	107a	617	1/2	6
3714	6	58	B	-1	2	2	2	1	109	107	158	107a	619	1/4	3
3714	6	61	D	-1	2	2	2	1	109	107	158	107a	619	1/4	4
3714	6	67	G	0	2	2	2	1	109	107	158	107a	619	1/4	4
3714	3	82	B	-1	2	2	1	1	109	107	158	107a	619	1/8	5
3717	3	80	A	-1	2	2	1	1	109	107	158	107a	1239/2	1/8	5
3720	3	79	G	0	2	2	1	1	109	107	158	107a	620	1/8	5
3723	3	77	F	0	2	2	1	1	109	107	158	107a	1241/2	1/8	5
3726	0	76	E	0	2	2	1	1	110	108	159	108a	621	0	5
3726	0	77	F	0	2	2	1	1	110	108	159	108a	621	0	5
3726	0	79	G	0	2	2	1	1	110	108	159	108a	621	0	5
3726	6	60	C	0	2	2	2	1	110	108	159	108a	621	1/4	4
3726	6	67	G	0	2	2	2	1	110	108	159	108a	621	1/4	4
3726	6	77	F	0	2	2	1	1	110	108	159	108a	621	1/4	5
3732	6	76	E	0	2	2	1	1	110	108	159	108a	622	1/4	5
3744	6	48	C	0	2	2	2	1	110	108	159	108a	624	1/4	3
3750	6	53	F	0	2	2	2	1	111	109	160	109a	625	1/4	3
3756	6	56	A	-1	2	2	2	1	111	109	160	109a	626	1/4	3
3762	6	60	C	0	2	2	2	1	111	109	160	109a	627	1/4	4
3768	6	65	F	0	2	2	2	1	111	109	160	109a	628	1/4	4
3774	9	68	A	-1	2	2	2	1	112	110	161	110a	629	3/8	4
3783	1	67	G	0	2	2	2	1	112	110	161	110a	1261/2	1/24	4
3784	1	65	F	0	2	2	2	1	112	110	161	110a	1892/3	1/24	4
3785	1	64	E	0	2	2	2	1	112	110	161	110a	3785/6	1/24	4
3786	6	65	F	0	2	2	2	1	112	110	161	110a	631	1/4	4
3792	6	65	F	0	2	2	2	1	112	110	161	110a	632	1/4	4
3798	24	65	F	0	2	2	2	1	113	111	162	111a	633	1	4
3798	24	66	G	-1	2	2	2	1	113	111	162	111a	633	1	4
3798	9	82	B	-1	2	2	1	1	113	111	162	111a	633	3/8	5
3807	1	80	A	-1	2	2	1	1	113	111	162	111a	1269/2	1/24	5
3808	1	78	G	-1	2	2	1	1	113	111	162	111a	1904/3	1/24	5
3809	1	77	F	0	2	2	1	1	113	111	162	111a	3809/6	1/24	5
3810	6	78	G	-1	2	2	1	1	113	111	162	111a	635	1/4	5
3816	6	78	G	-1	2	2	1	1	113	111	162	111a	636	1/4	5
3822	24	63	E	-1	2	2	2	1	114	112	163	112a	637	1	4
3822	24	66	G	-1	2	2	2	1	114	112	163	112a	637	1	4
3822	24	78	G	-1	2	2	1	1	114	112	163	112a	637	1	5
3831	1	73	D	-1	2	2	1	2	114	112	163	112a	1277/2	1/24	5
3832	1	72	C	0	2	2	1	2	114	112	163	112a	1916/3	1/24	5
3833	1	71	B	0	2	2	1	2	114	112	163	112a	3833/6	1/24	4
3834	6	72	C	0	2	2	1	2	114	112	163	112a	639	1/4	5
3840	6	72	C	0	2	2	1	2	114	112	163	112a	640	1/4	5
3846	24	63	E	-1	2	2	2	1	115	113	164	113a	641	1	4
3846	24	69	A	0	2	2	2	1	115	113	164	113a	641	1	4
3846	24	72	C	0	2	2	1	2	115	113	164	113a	641	1	5
3846	9	78	G	-1	2	2	1	1	115	113	164	113a	641	3/8	5
3855	1	78	G	-1	2	2	1	1	115	113	164	113a	1285/2	1/24	5
3856	1	77	F	0	2	2	1	1	115	113	164	113a	1928/3	1/24	5
3857	1	76	E	0	2	2	1	1	115	113	164	113a	3857/6	1/24	5
3858	6	77	F	0	2	2	1	1	115	113	164	113a	643	1/4	5
3864	6	77	F	0	2	2	1	1	115	113	164	113a	644	1/4	5
3870	24	61	D	-1	2	2	2	1	116	114	165	114a	645	1	4
3870	24	65	F	0	2	2	2	1	116	114	165	114a	645	1	4
3870	9	72	C	0	2	2	1	2	116	114	165	114a	645	3/8	5
3870	24	77	F	0	2	2	1	1	116	114	165	114a	645	1	5
3879	1	72	C	0	2	2	1	2	116	114	165	114a	1293/2	1/24	5
3880	1	70	B	-1	2	2	1	2	116	114	165	114a	1940/3	1/24	4
3881	1	69	A	0	2	2	1	2	116	114	165	114a	3881/6	1/24	4
3882	6	70	B	-1	2	2	1	2	116	114	165	114a	647	1/4	4
3888	6	70	B	-1	2	2	1	2	116	114	165	114a	648	1/4	4
3894	24	62	D	0	2	2	2	2	117	115	166	115a	649	1	4
3894	18	65	F	0	2	2	2	1	117	115	166	115a	649	3/4	4
3894	24	71	B	0	2	2	1	2	117	115	166	115a	649	1	4
3903	1	79	G	0	2	2	1	1	117	115	166	115a	1301/2	1/24	5
3904	1	77	F	0	2	2	1	1	117	115	166	115a	1952/3	1/24	5
3905	1	76	E	0	2	2	1	1	117	115	166	115a	3905/6	1/24	5
3906	6	77	F	0	2	2	1	1	117	115	166	115a	651	1/4	5
3912	6	64	E	0	2	2	2	1	117	115	166	115a	652	1/4	4
3912	6	79	G	0	2	2	1	1	117	115	166	115a	652	1/4	5
3918	24	62	D	0	2	2	2	2	118	116	167	116a	653	1	4
3918	6	65	F	0	2	2	2	1	118	116	167	116a	653	1/4	4
3918	6	80	A	-1	2	2	1	1	118	116	167	116a	653	1/4	5
3924	6	67	G	0	2	2	2	1	118	116	167	116a	654	1/4	4
3924	6	76	E	0	2	2	1	1	118	116	167	116a	654	1/4	5
3930	6	68	A	-1	2	2	2	1	118	116	167	116a	655	1/4	4
3930	6	77	F	0	2	2	1	1	118	116	167	116a	655	1/4	5
3936	6	65	F	0	2	2	2	1	118	116	167	116a	656	1/4	4
3936	6	71	B	0	2	2	1	1	118	116	167	116a	656	1/4	4
3942	24	60	C	0	2	2	2	2	119	117	168	117a	657	1	4
3942	6	64	E	0	2	2	2	1	119	117	168	117a	657	1/4	4
3942	6	72	C	0	2	2	1	1	119	117	168	117a	657	1/4	5
3948	6	67	G	0	2	2	2	1	119	117	168	117a	658	1/4	4
3948	6	76	E	0	2	2	1	1	119	117	168	117a	658	1/4	5
3954	6	65	F	0	2	2	2	1	119	117	168	117a	659	1/4	4
3954	6	77	F	0	2	2	1	1	119	117	168	117a	659	1/4	5
3960	6	64	E	0	2	2	2	1	119	117	168	117a	660	1/4	4
3960	6	79	G	0	2	2	1	1	119	117	168	117a	660	1/4	5
3966	12	60	C	0	2	2	2	2	120	118	169	118a	661	1/2	4
3966	6	65	F	0	2	2	2	1	120	118	169	118a	661	1/4	4
3966	6	80	A	-1	2	2	1	1	120	118	169	118a	661	1/4	5
3972	6	70	B	-1	2	2	2	1	120	118	169	118a	662	1/4	4
3972	6	76	E	0	2	2	1	1	120	118	169	118a	662	1/4	5
3978	12	61	D	-1	2	2	2	2	120	118	169	118a	663	1/2	4
3978	6	68	A	-1	2	2	2	1	120	118	169	118a	663	1/4	4
3978	6	77	F	0	2	2	1	1	120	118	169	118a	663	1/4	5
3984	6	65	F	0	2	2	2	1	120	118	169	118a	664	1/4	4
3984	6	71	B	0	2	2	1	1	120	118	169	118a	664	1/4	4
3990	3	48	C	0	2	2	2	1	121	119	170	119a	665	1/8	3
3990	6	64	E	0	2	2	1	1	121	119	170	119a	665	1/4	4
3990	6	72	C	0	2	2	1	1	121	119	170	119a	665	1/4	5
3993	3	60	C	0	2	2	2	1	121	119	170	119a	1331/2	1/8	4
3996	3	48	C	0	2	2	2	1	121	119	170	119a	666	1/8	3
3999	3	60	C	0	2	2	2	1	121	119	170	119a	1333/2	1/8	4
4002	3	48	C	0	2	2	2	1	121	119	170	119a	667	1/8	3
4005	3	60	C	0	2	2	2	1	121	119	170	119a	1335/2	1/8	4
4008	3	48	C	0	2	2	2	1	121	119	170	119a	668	1/8	3
4008	6	73	D	-1	2	2	1	1	121	119	170	119a	668	1/4	5
4011	3	60	C	0	2	2	2	1	121	119	170	119a	1337/2	1/8	4
4014	3	48	C	0	2	2	2	1	122	120	171	120a	669	1/8	3
4014	6	72	C	0	2	2	1	1	122	120	171	120a	669	1/4	5
4017	3	60	C	0	2	2	2	1	122	120	171	120a	1339/2	1/8	4
4020	3	48	C	0	2	2	2	1	122	120	171	120a	670	1/8	3
4020	6	70	B	-1	2	2	1	1	122	120	171	120a	670	1/4	4
4023	3	60	C	0	2	2	2	1	122	120	171	120a	1341/2	1/8	4
4026	3	48	C	0	2	2	2	1	122	120	171	120a	671	1/8	3
4026	6	67	G	0	2	2	1	1	122	120	171	120a	671	1/4	4
4029	3	60	C	0	2	2	2	1	122	120	171	120a	1343/2	1/8	4
4032	3	48	C	0	2	2	2	1	122	120	171	120a	672	1/8	3
4032	6	64	E	0	2	2	1	1	122	120	171	120a	672	1/4	4
4035	3	60	C	0	2	2	2	1	122	120	171	120a	1345/2	1/8	4
4038	6	48	C	0	2	2	2	2	123	121	172	121a	673	1/4	3
4038	12	58	B	-1	2	2	2	1	123	121	172	121a	673	1/2	3
4038	9	61	D	-1	2	2	1	1	123	121	172	121a	673	3/8	4
4044	6	48	C	0	2	2	2	2	123	121	172	121a	674	1/4	3
4047	3	60	C	0	2	2	1	1	123	121	172	121a	1349/2	1/8	4
4050	3	48	C	0	2	2	2	2	123	121	172	121a	675	1/8	3
4050	6	56	A	-1	2	2	2	1	123	121	172	121a	675	1/4	3
4050	6	65	F	0	2	2	1	1	123	121	172	121a	675	1/4	4
4053	3	60	C	0	2	2	2	2	123	121	172	121a	1351/2	1/8	4
4056	3	48	C	0	2	2	2	2	123	121	172	121a	676	1/8	3
4056	6	85	D	-1	2	2	1	1	123	121	172	121a	676	1/4	6
4059	3	60	C	0	2	2	2	2	123	121	172	121a	1353/2	1/8	4
4062	3	48	C	0	2	2	2	1	124	122	173	122a	677	1/8	3
4062	6	84	C	0	2	2	1	1	124	122	173	122a	677	1/4	6
4065	3	60	C	0	2	2	2	1	124	122	173	122a	1355/2	1/8	4
4068	3	48	C	0	2	2	2	1	124	122	173	122a	678	1/8	3
4068	6	82	B	-1	2	2	1	1	124	122	173	122a	678	1/4	5
4071	3	60	C	0	2	2	2	1	124	122	173	122a	1357/2	1/8	4
4074	3	48	C	0	2	2	2	1	124	122	173	122a	679	1/8	3
4074	6	79	G	0	2	2	1	1	124	122	173	122a	679	1/4	5
4077	3	60	C	0	2	2	2	1	124	122	173	122a	1359/2	1/8	4
4080	3	48	C	0	2	2	2	1	124	122	173	122a	680	1/8	3
4080	6	76	E	0	2	2	1	1	124	122	173	122a	680	1/4	5
4083	3	60	C	0	2	2	2	1	124	122	173	122a	1361/2	1/8	4
4086	6	48	C	0	2	2	2	2	125	123	174	123a	681	1/4	3
4086	12	58	B	-1	2	2	2	1	125	123	174	123a	681	1/2	3
4086	9	73	D	-1	2	2	1	1	125	123	174	123a	681	3/8	5
4092	6	48	C	0	2	2	2	2	125	123	174	123a	682	1/4	3
4095	3	72	C	0	2	2	1	1	125	123	174	123a	1365/2	1/8	5
4098	3	48	C	0	2	2	2	2	125	123	174	123a	683	1/8	3
4098	6	56	A	-1	2	2	2	1	125	123	174	123a	683	1/4	3
4098	6	77	F	0	2	2	1	1	125	123	174	123a	683	1/4	5
4101	3	60	C	0	2	2	2	2	125	123	174	123a	1367/2	1/8	4
4104	3	48	C	0	2	2	2	2	125	123	174	123a	684	1/8	3
4104	6	85	D	-1	2	2	1	1	125	123	174	123a	684	1/4	6
4107	3	60	C	0	2	2	2	2	125	123	174	123a	1369/2	1/8	4
4110	3	48	C	0	2	2	2	1	126	124	175	124a	685	1/8	3
4110	6	84	C	0	2	2	1	1	126	124	175	124a	685	1/4	6
4113	3	60	C	0	2	2	2	1	126	124	175	124a	1371/2	1/8	4
4116	3	48	C	0	2	2	2	1	126	124	175	124a	686	1/8	3
4116	6	82	B	-1	2	2	1	1	126	124	175	124a	686	1/4	5
4119	3	60	C	0	2	2	2	1	126	124	175	124a	1373/2	1/8	4
4122	3	58	B	-1	2	2	2	1	126	124	175	124a	687	1/8	3
4122	6	79	G	0	2	2	1	1	126	124	175	124a	687	1/4	5
4125	3	60	C	0	2	2	2	1	126	124	175	124a	1375/2	1/8	4
4128	3	58	B	-1	2	2	2	1	126	124	175	124a	688	1/8	3
4128	6	76	E	0	2	2	1	1	126	124	175	124a	688	1/4	5
4131	3	60	C	0	2	2	2	1	126	124	175	124a	1377/2	1/8	4
4134	3	56	A	-1	2	2	2	1	127	125	176	125a	689	1/8	3
4137	3	65	F	0	2	2	2	1	127	125	176	125a	1379/2	1/8	4
4137	3	76	E	0	2	2	1	1	127	125	176	125a	1379/2	1/8	5
4140	3	60	C	0	2	2	2	1	127	125	176	125a	690	1/8	4
4140	3	79	G	0	2	2	1	1	127	125	176	125a	690	1/8	5
4143	3	65	F	0	2	2	2	1	127	125	176	125a	1381/2	1/8	4
4143	3	77	F	0	2	2	1	1	127	125	176	125a	1381/2	1/8	5
4146	3	55	G	0	2	2	2	1	127	125	176	125a	691	1/8	3
4149	3	64	E	0	2	2	2	1	127	125	176	125a	1383/2	1/8	4
