piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	annotated_key	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	platform	source	translator	title_text	subtitle_text	lyricist_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	originalFormat	electronicEncoder	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus	staff_3_instrument	staff_3_ambitus	staff_4_instrument	staff_4_ambitus	staff_5_instrument	staff_5_ambitus	staff_6_instrument	staff_6_ambitus
abc-op18-no6-1	1: 2/2	1: -2	266	266	1064.0	528	528	2112.0	[[[91], [92]], [[265], [266]]]	3178.5	3672	1635	0	0	374	Bb	L van Beethoven			Scherzo					©	2025-03-02	Linux			"<font size=""8""/>©"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/abc-op18-no6-1.mscx	False	36-94 (C2-Bb6)	mxl		MusicXML Default 1	57-94 (A3-Bb6)	MusicXML Default 2	55-86 (G3-D6)	MusicXML Default 3	48-77 (C3-F5)	MusicXML Default 4	36-66 (C2-Gb4)				
abc-op18-no6-2	1: 2/4	1: -3	79	79	158.0	79	79	158.0		489.12	1913	889	0	0	265	Eb	L van Beethoven			Scherzo					©	2025-03-02	Linux			"<font size=""8""/>©"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/abc-op18-no6-2.mscx	False	36-96 (C2-C7)	mxl		MusicXML Default 1	55-96 (G3-C7)	MusicXML Default 2	55-78 (G3-Gb5)	MusicXML Default 3	48-74 (C3-D5)	MusicXML Default 4	36-82 (C2-Bb5)				
abc-op18-no6-3	1: 3/4	1: -2	69	68	204.0	138	136	408.0		668.0	1014	427	0	0	166	Bb	L van Beethoven			Scherzo					©	2025-03-02	Linux							3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/abc-op18-no6-3.mscx	False	39-94 (Eb2-Bb6)	mxl		MusicXML Default 1	58-94 (Bb3-Bb6)	MusicXML Default 2	55-82 (G3-Bb5)	MusicXML Default 3	48-75 (C3-Eb5)	MusicXML Default 4	39-67 (Eb2-G4)				
abc-op18-no6-4	1: 2/4, 45: 3/8, 195: 2/4, 205: 3/8, 210: 2/4, 212: 3/8	1: -2	296	296	471.25	296	296	471.25		1545.75	3233	1451	1	0	463	Bb	L van Beethoven			Scherzo					©	2025-03-02	Linux							3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/abc-op18-no6-4.mscx	False	36-93 (C2-A6)	mxl		MusicXML Default 1	55-93 (G3-A6)	MusicXML Default 2	55-82 (G3-Bb5)	MusicXML Default 3	48-75 (C3-Eb5)	MusicXML Default 4	36-69 (C2-A4)				
abc-op59-no1-1	1: 4/4	1: -1	400	400	1600.0	400	400	1600.0		5721.5	5775	2713	0	0	482	F									"<font size=""10""/>Prepared from Public Domain sources for Project Gutenberg"	2025-03-02	Linux			"<font size=""8""/>&lt;font size=&quot;10&quot;/&gt;Prepared from Public Domain sources for Project Gutenberg"				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/abc-op59-no1-1.mscx	False	36-96 (C2-C7)	mxl		Violin	53-96 (F3-C7)	Violin	55-88 (G3-E6)	Viola	48-79 (C3-G5)	Cello	36-86 (C2-D6)				
abc-op59-no1-2	1: 3/8	1: -2	476	476	714.0	476	476	714.0		2435.88	6627	2328	0	0	635	Bb										2025-03-02	Linux			"<font size=""18""/>DREI QUARTETTE
<font size=""14""/>fur 2 Violinen, Bratsche und Violoncell
Op. 59 No.1 2nd Movement "			"<font size=""12""/>L. van Beethoven"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/abc-op59-no1-2.mscx	False	36-96 (C2-C7)	mxl		Violin	55-96 (G3-C7)	Violin	55-87 (G3-Eb6)	Viola	48-79 (C3-G5)	Cello	36-87 (C2-Eb6)				
abc-op59-no1-3	1: 2/4	1: -4	133	133	266.0	133	133	266.0		948.63	3777	2144	0	0	374	f										2025-03-02	Linux			"<font size=""18""/>DREI QUARTETTE
<font size=""14""/>fur 2 Violinen, Bratsche und Violoncell
Op. 59 No.1 3rd Movement"			"<font size=""12""/>L. van Beethoven"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/abc-op59-no1-3.mscx	False	36-96 (C2-C7)	mxl		Violin	55-96 (G3-C7)	Violin	55-88 (G3-E6)	Viola	48-76 (C3-E5)	Cello	36-84 (C2-C6)				
abc-op59-no1-4	1: 2/4	1: -1	328	328	656.0	427	427	854.0		2389.25	5358	2149	0	0	605	F										2025-03-02	Linux							3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/abc-op59-no1-4.mscx	False	36-96 (C2-C7)	mxl		Violin	55-96 (G3-C7)	Violin	55-93 (G3-A6)	Viola	48-77 (C3-F5)	Cello	36-86 (C2-D6)				
abc-op59-no2-1	1: 6/8	1: 1	261	261	783.0	471	471	1413.0	[[[69, 70]], [[71]], [[211, 212, 213, 214]], [[215]]]	2648.0	4955	2059	1	0	444	e	L. van Beethoven 			Op. 59 No. 2  Movement 1  Score					 	2025-03-02	Linux			"<font size=""18""/><b>DREI QUARTETTE
</b><font size=""14""/>fur 2 Violinen, Bratsche und Violoncell
Op.59 No.2 1st movement"			"<font size=""12""/>L. van Beethoven"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/abc-op59-no2-1.mscx	False	36-93 (C2-A6)	mxl		Violin	55-93 (G3-A6)	Violin	55-83 (G3-B5)	Viola	48-76 (C3-E5)	Cello	36-81 (C2-A5)				
abc-op59-no2-2	1: 4/4	1: 4	157	157	628.0	157	157	628.0		2339.42	2824	1401	3	0	323	E	L. van Beethoven			Op 59 No 2   2nd Movement - Score					 	2025-03-02	Linux			"<font size=""8""/> "				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/abc-op59-no2-2.mscx	False	36-97 (B#1-C#7)	mxl		Violin	55-97 (G3-C#7)	Violin	55-85 (G3-C#6)	Viola	48-73 (C3-C#5)	Cello	36-86 (B#1-D6)				
abc-op59-no2-3	1: 3/4	1: 1, 52: 4	135	135	405.0	270	270	810.0		1241.0	1558	802	1	0	252	e	L. van Beethoven			Op 59  No 2  3rd Movement - Score					 	2025-03-02	Linux							3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/abc-op59-no2-3.mscx	False	36-95 (C2-B6)	mxl		Violin	60-95 (C4-B6)	Violin	55-87 (G3-D#6)	Viola	48-74 (C3-D5)	Cello	36-83 (C2-B5)				
abc-op59-no2-4	1: 2/2	1: 1	409	409	1636.0	409	409	1636.0		4850.5	5052	2083	2	0	565	e	L. van Beethoven			String Quartet Op 59 No. 2  - Fourth Movement						2025-03-02	Linux			String Quartet Op 59 No. 2  - Fourth Movement			L. van Beethoven	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/abc-op59-no2-4.mscx	False	36-96 (C2-C7)	mxl		Violin	55-96 (G3-C7)	Violin	55-86 (G3-D6)	Viola	48-73 (C3-C#5)	Cello	36-84 (C2-C6)				
abc-op59-no3-1	1: 3/4, 30: 4/4	1: 0	265	265	1031.0	265	265	1031.0		3282.0	4099	2103	2	0	509	C	L. van Beethoven			Op. 59 No. 3  Movement 1 - String Quartet No. 9					 	2025-03-02	Linux							3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/abc-op59-no3-1.mscx	False	36-96 (C2-C7)	mxl		Violin	55-96 (G3-C7)	Violin	55-91 (G3-G6)	Viola	48-76 (C3-E5)	Cello	36-81 (C2-A5)				
abc-op59-no3-2	1: 6/8	1: 0	207	207	621.0	227	227	681.0	[[[5, 6]], [[7]], [[22]], [[23]]]	2088.75	3035	1286	13	0	472	a	L. van Beethoven			Op. 59 No. 3  Movement 1 - String Quartet No. 9					 	2025-03-02	Linux			"<font size=""18""/><b>DREI QUARTETTE
</b><font size=""14""/>fur 2 Violinen, Bratsche und Violoncell
Op.59 No.3, 2nd movement"			"<font size=""12""/>L. van Beethoven"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/abc-op59-no3-2.mscx	False	36-96 (C2-C7)	mxl		Violin	57-96 (A3-C7)	Violin	55-79 (G3-G5)	Viola	48-73 (C3-Db5)	Cello	36-63 (C2-Eb4)				
abc-op59-no3-3	1: 3/4	1: 0, 39: -1, 79: 0	96	96	288.0	154	154	462.0	[[[54]], [[55]], [[75]], [[76]]]	958.25	1621	765	0	0	177	C	L. van Beethoven			Op. 59 No. 3  Movement 1 - String Quartet No. 9					 	2025-03-02	Linux			"<font size=""8""/> "				3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/abc-op59-no3-3.mscx	False	36-96 (C2-C7)	mxl		Violin	55-96 (G3-C7)	Violin	55-86 (G3-D6)	Viola	48-74 (C3-D5)	Cello	36-67 (C2-G4)				
abc-op59-no3-4	1: 2/2	1: 0	429	429	1716.0	429	429	1716.0		5641.5	6768	3145	1	0	698	C	L. van Beethoven			Op. 59 No. 3  Movement 1 - String Quartet No. 9						2025-03-02	Linux			Op. 59 No. 3  Movement 1 - String Quartet No. 9			L. van Beethoven	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/abc-op59-no3-4.mscx	False	36-96 (C2-C7)	mxl		Violin	55-96 (G3-C7)	Violin	55-88 (G3-E6)	Viola	48-77 (C3-F5)	Cello	36-67 (C2-G4)				
abc-op74-1	1: 4/4	1: -3	262	262	1048.0	524	524	2096.0		3670.5	4586	2024	0	0	446	Eb	L van Beethoven	String Quartet								2025-03-02	Linux			String Quartet			L van Beethoven	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/abc-op74-1.mscx	False	36-96 (C2-C7)	mxl		Violin I (2)	55-96 (G3-C7)	Violin II (2)	55-91 (G3-G6)	Viola (2) (2)	48-75 (C3-Eb5)	Violoncello (2) (2)	36-87 (C2-Eb6)				
abc-op74-2	1: 3/8	1: -4	169	169	253.5	338	338	507.0		890.42	2447	1093	0	0	304	Ab	L van Beethoven	String Quartet								2025-03-02	Linux			String Quartet			L van Beethoven	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/abc-op74-2.mscx	False	36-90 (C2-Gb6)	mxl		Violin I (2)	55-90 (G3-Gb6)	Violin II (2)	55-87 (G3-Eb6)	Viola (2) (2)	48-77 (C3-F5)	Violoncello (2) (2)	36-82 (C2-Bb5)				
abc-op74-3	1: 3/4	1: -3, 78: 0, 170: -3, 247: 0, 338: -3	467	466	1399.5	467	466	1399.5		4561.5	4849	2068	0	0	452	c	L van Beethoven	String Quartet								2025-03-02	Linux			String Quartet			L van Beethoven	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/abc-op74-3.mscx	False	36-91 (C2-G6)	mxl		Violin I (2)	55-91 (G3-G6)	Violin II (2)	55-84 (G3-C6)	Viola (2) (2)	48-76 (C3-E5)	Violoncello (2) (2)	36-83 (C2-B5)				
abc-op74-4	1: 2/4	1: -3	196	195	390.0	196	195	390.0		1403.25	2980	1139	0	0	320	Eb	L van Beethoven	String Quartet								2025-03-02	Linux			String Quartet			L van Beethoven	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/abc-op74-4.mscx	False	36-91 (C2-G6)	mxl		Violin I (2)	55-91 (G3-G6)	Violin II (2)	55-79 (G3-G5)	Viola (2) (2)	48-75 (C3-Eb5)	Violoncello (2) (2)	36-67 (C2-G4)				
abc-op95-1	1: 4/4	1: -4	151	151	604.0	151	151	604.0		2293.5	3253	1501	0	0	245	f										2025-03-02	Linux							3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/abc-op95-1.mscx	False	36-96 (C2-C7)	mxl		Violin	55-96 (G3-C7)	Violin	55-84 (G3-C6)	Viola	48-76 (C3-E5)	Cello	36-68 (C2-Ab4)				
abc-op95-2	1: 2/4	1: 2	192	192	384.0	192	192	384.0		1219.75	2117	905	5	0	348	D										2025-03-02	Linux							3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/abc-op95-2.mscx	False	36-93 (C2-A6)	mxl		Violin	55-93 (G3-A6)	Violin	55-82 (G3-Bb5)	Viola	48-78 (C3-F#5)	Cello	36-90 (C2-F#6)				
abc-op95-3	1: 3/4	1: -4, 66: 2, 112: -4, 146: 2, 166: -3, 184: -4	207	207	621.0	247	247	741.0	[[[40]], [[41]]]	1983.75	2356	1082	0	0	364	f										2025-03-02	Linux							3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/abc-op95-3.mscx	False	36-90 (C2-Gb6)	mxl		Violin	55-90 (G3-Gb6)	Violin	55-88 (G3-E6)	Viola	48-73 (C3-Db5)	Cello	36-68 (C2-Ab4)				
abc-op95-4	1: 2/4, 9: 6/8, 134: 2/2	1: -4, 134: -1	176	175	561.5	176	175	561.5		1978.5	3823	1427	0	0	327	f										2025-03-02	Linux							3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/abc-op95-4.mscx	False	36-96 (C2-C7)	mxl		Violin	55-96 (G3-C7)	Violin	55-89 (G3-F6)	Viola	48-77 (C3-F5)	Cello	36-72 (C2-C5)				
bps-01-op002-no1-1	1: 2/2	1: -4	154	152	608.0	203	200	800.0		1479.0	1671	985	0	0	0											2025-03-02	Linux	http://musescore.com/score/55331		"<font size=""14""/> 1st Movement
Opus 2 No. 1 "			"<font size=""12""/>Ludwig van Beethoven 
(1770 - 1827) "	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/bps-01-op002-no1-1.mscx	False	32-89 (Ab1-F6)	mxl		Piano	51-89 (Eb3-F6)	Piano	32-73 (Ab1-Db5)								
bps-02-op002-no2-1	1: 2/4	1: 3, 122: 0, 225: 3	337	336	672.0	337	336	672.0		1691.75	3055	1722	0	0	0											2025-03-02	Linux			"<font size=""24""/>Sonate No. 2"	"<font size=""14""/>1st Movement
Opus 2 No. 2"		"<font size=""12""/>Ludwig van Beethoven
(1770 - 1827)"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/bps-02-op002-no2-1.mscx	False	31-89 (G1-F6)	mxl		Piano	39-89 (D#2-F6)	Piano	31-89 (G1-F6)								
bps-03-op002-no3-1	1: 4/4	1: 0	257	257	1028.0	257	257	1028.0		3092.0	4031	2296	0	0	0											2025-03-02	Linux	http://musescore.com/score/57318		"<font size=""14""/>1st Movement
Opus 2 No.3"			"<font size=""12""/>Ludwig van Beethoven
(1770 - 1827)"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/bps-03-op002-no3-1.mscx	False	29-89 (F1-F6)	mxl		Piano	45-89 (A2-F6)	Piano	29-72 (F1-C5)								
bps-04-op007-1	1: 6/8	1: -3, 169: 0, 189: -3	362	362	1086.0	498	498	1494.0		3380.0	4041	2167	0	0	0											2025-03-02	Linux	http://api.musescore.com/score/111229		"<font size=""24""/>Sonate No. 4"	"<font size=""14""/>1st Movement
Opus 7"		"<font size=""12""/>Ludwig van Beethoven
(1770 - 1827)"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/bps-04-op007-1.mscx	False	30-89 (F#1-F6)	mxl		Piano	43-89 (G2-F6)	Piano	30-75 (F#1-Eb5)								
bps-05-op010-no1-1	1: 3/4	1: -3	284	284	852.0	389	389	1167.0		2152.5	2084	1185	0	0	0											2025-03-02	Linux	http://musescore.com/score/69303		"<font size=""24""/>Sonate No. 5"	"<font size=""14""/>1st Movement
Opus 10 No. 1"		"<font size=""12""/>Ludwig van Beethoven
(1770 - 1827)"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/bps-05-op010-no1-1.mscx	False	31-90 (G1-Gb6)	mxl		Piano	46-90 (Bb2-Gb6)	Piano	31-73 (G1-Db5)								
bps-06-op010-no2-1	1: 2/4	1: -1, 118: 2, 137: -1	203	202	404.0	203	202	404.0		1051.71	2564	1689	0	0	0											2025-03-02	Linux	http://musescore.com/score/115534		"<font size=""24""/>Sonate No. 6"	"<font size=""14""/>1st Movement
Opus 10 No. 2"		"<font size=""12""/>Ludwig van Beethoven
(1770 - 1827)"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/bps-06-op010-no2-1.mscx	False	29-89 (F1-F6)	mxl		Piano	36-89 (C2-F6)	Piano	29-73 (F1-Db5)								
bps-07-op010-no3-1	1: 2/2	1: 2, 134: 0	345	344	1376.0	345	344	1376.0		3632.5	3484	1974	0	0	0											2025-03-02	Linux	http://musescore.com/score/116320		"<font size=""24""/>Sonate No. 7"	"<font size=""14""/>1st Movement
Opus 10 No. 3"		"<font size=""12""/>Ludwig van Beethoven
(1770 - 1827)"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/bps-07-op010-no3-1.mscx	False	26-90 (D1-F#6)	mxl		Piano	49-90 (C#3-F#6)	Piano	26-88 (D1-E6)								
bps-08-op013-pathetique-1	1: 4/4, 11: 2/2, 133: 4/4, 137: 2/2, 295: 4/4, 299: 2/2	1: -3, 137: 0, 195: -3	309	309	1236.0	608	608	2432.0		3803.5	4459	2226	0	0	0											2025-03-02	Linux	http://musescore.com/score/61042		"<font size=""24""/>Sonate No. 8, “Pathétique”"	"<font size=""14""/>1st Movement
Opus 13"		"<font size=""12""/>Ludwig van Beethoven
(1770 - 1827)"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/bps-08-op013-pathetique-1.mscx	False	29-89 (F1-F6)	mxl		Piano	43-89 (G2-F6)	Piano	29-74 (F1-D5)								
bps-09-op014-no1-1	1: 4/4	1: 4	162	162	648.0	323	323	1292.0		2151.5	2653	1302	0	0	0											2025-03-02	Linux	http://musescore.com/score/117888		"<font size=""24""/>Sonate No. 9"	"<font size=""14""/>1
st
 Movement
Opus 14 No. 1"		"<font size=""12""/>Ludwig van Beethoven
(1770 - 1827)"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/bps-09-op014-no1-1.mscx	False	29-90 (F1-F#6)	mxl		Piano	46-90 (A#2-F#6)	Piano	29-76 (F1-E5)								
bps-10-op014-no2-1	1: 2/4	1: 1	201	200	400.0	201	200	400.0		989.38	2633	1864	0	0	0											2025-03-02	Linux	http://musescore.com/score/118150		"<font size=""14""/>1st Movement
Opus 14 No. 2"			"<font size=""12""/>Ludwig van Beethoven
(1770 - 1827)"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/bps-10-op014-no2-1.mscx	False	31-89 (G1-F6)	mxl		Piano	47-89 (B2-F6)	Piano	31-82 (G1-Bb5)								
bps-11-op022-1	1: 4/4	1: -2	200	199	797.0	200	199	797.0		2215.0	3832	2358	0	0	0											2025-03-02	Linux	http://musescore.com/score/119092		"<font size=""24""/>Sonate No. 11"	"<font size=""14""/>1st Movement
Opus 22"		"<font size=""12""/>Ludwig van Beethoven
(1770 - 1827)"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/bps-11-op022-1.mscx	False	29-89 (F1-F6)	mxl		Piano	41-89 (F2-F6)	Piano	29-77 (F1-F5)								
bps-12-op026-1	1: 3/8	1: -4, 103: -7, 137: -4	220	219	329.0	220	219	329.0		1096.96	3332	1569	0	0	0											2025-03-02	Linux			"<font size=""24""/>Sonate No. 12, “Funeral March”"	"<font size=""14""/>1st Movement
Opus 26"		"<font size=""12""/>Ludwig van Beethoven
(1770 - 1827)"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/bps-12-op026-1.mscx	False	31-89 (G1-F6)	mxl		Piano	48-89 (C3-F6)	Piano	31-72 (G1-C5)								
bps-13-op027-no1-1	1: 4/4, 37: 6/8, 63: 4/4	1: -3, 37: 0, 63: -3	86	86	318.0	86	86	318.0		991.5	1621	811	0	0	0											2025-03-02	Linux	http://api.musescore.com/score/122578		"<font size=""14""/>1st Movement
Opus 27 No. 1 (Sonata quasi una Fantasia)"			"<font size=""12""/>Ludwig van Beethoven
(1770 - 1827)"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/bps-13-op027-no1-1.mscx	False	31-87 (G1-Eb6)	mxl		Piano	45-87 (A2-Eb6)	Piano	31-68 (G1-Ab4)								
bps-14-op027-no2-moonlight-1	1: 4/4	1: 4	69	69	276.0	69	69	276.0		1036.33	1168	823	0	0	0											2025-03-02	Linux	http://musescore.com/classicman/scores/55352		"<font size=""14""/>1
st
 Movement
Opus 27 No. 2"			"<font size=""12""/>Ludwig van Beethoven
(1770–1827)"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/bps-14-op027-no2-moonlight-1.mscx	False	29-87 (E#1-D#6)	mxl		Piano	48-87 (B#2-D#6)	Piano	29-57 (E#1-A3)								
bps-15-op028-pastorale-1	1: 3/4	1: 2	461	461	1383.0	921	921	2763.0		4566.83	3939	1998	0	0	0											2025-03-02	Linux	http://api.musescore.com/score/105462		"<font size=""14""/>1st Movement
Opus 28"			"<font size=""12""/>Ludwig van Beethoven
(1770 - 1827)"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/bps-15-op028-pastorale-1.mscx	False	30-88 (F#1-E6)	mxl		Piano	42-88 (F#2-E6)	Piano	30-74 (F#1-D5)								
bps-16-op031-no1-1	1: 2/4	1: 1	326	325	650.0	649	648	1295.75		1652.25	3382	1572	0	0	0											2025-03-02	Linux	http://musescore.com/score/78190		"<font size=""14""/>1st Movement
Opus 31 No. 1"			"<font size=""12""/>Ludwig van Beethoven
(1770 - 1827)"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/bps-16-op031-no1-1.mscx	False	30-89 (F#1-F6)	mxl		Piano	42-89 (F#2-F6)	Piano	30-87 (F#1-Eb6)								
bps-17-op031-no2-1	1: 2/2	1: -1	228	228	912.0	228	228	912.0		2620.5	2862	1597	0	0	0											2025-03-02	Linux	http://musescore.com/score/56997		"<font size=""24""/>Sonate No. 17, “Tempest”"	"<font size=""14""/>1st Movement
Opus 31 No. 2"		"<font size=""12""/>Ludwig van Beethoven
(1770 - 1827)"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/bps-17-op031-no2-1.mscx	False	29-89 (E#1-F6)	mxl		Piano	41-89 (F2-F6)	Piano	29-86 (E#1-D6)								
bps-18-op031-no3-1	1: 3/4	1: -3	253	253	759.38	341	341	1023.75		2060.85	3021	1713	0	0	0											2025-03-02	Linux	http://api.musescore.com/score/121565		"<font size=""14""/>1st Movement
Opus 31 No. 3"			"<font size=""12""/>Ludwig van Beethoven
(1770 - 1827)"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/bps-18-op031-no3-1.mscx	False	29-89 (F1-F6)	mxl		Piano	46-89 (Bb2-F6)	Piano	29-81 (F1-A5)								
bps-19-op049-no1-1	1: 2/4	1: -2	111	110	220.0	111	110	220.0		554.63	1371	763	0	0	0											2025-03-02	Linux			"<font size=""24""/>Sonate No. 19"	"<font size=""14""/>1st Movement
Opus 49 No. 1"		"<font size=""12""/>Ludwig van Beethoven
(1770 - 1827)"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/bps-19-op049-no1-1.mscx	False	31-89 (G1-F6)	mxl		Piano	47-89 (B2-F6)	Piano	31-75 (G1-Eb5)								
bps-20-op049-no2-1	1: 2/2	1: 1	122	122	488.0	174	174	696.0		990.17	1655	1112	0	0	0											2025-03-02	Linux			"<font size=""24""/>Sonate No. 20"	"<font size=""14""/>1st Movement
Opus 49 No. 2"		"<font size=""12""/>Ludwig van Beethoven
(1770 - 1827)"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/bps-20-op049-no2-1.mscx	False	31-88 (G1-E6)	mxl		Piano	54-88 (F#3-E6)	Piano	31-79 (G1-G5)								
bps-21-op053-1	1: 4/4	1: 0	302	302	1208.0	602	602	2408.0		3805.75	6651	3530	0	0	0											2025-03-02	Linux	http://musescore.com/score/72613		"<font size=""24""/>Sonate No. 21, “Waldstein”"	"<font size=""14""/>1st Movement
Opus 53"		"<font size=""12""/>Ludwig van Beethoven
(1770 - 1827)"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/bps-21-op053-1.mscx	False	29-93 (F1-A6)	mxl		Piano	41-93 (F2-A6)	Piano	29-84 (F1-C6)								
bps-22-op054-1	1: 3/4	1: -1	155	154	462.0	155	154	462.0		1401.42	2968	1286	0	0	0											2025-03-02	Linux	http://musescore.com/score/107515		"<font size=""14""/>1st Movement
Opus 54"			"<font size=""12""/>Ludwig van Beethoven
(1770 - 1827)"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/bps-22-op054-1.mscx	False	29-89 (F1-F6)	mxl		Piano	40-89 (E2-F6)	Piano	29-77 (F1-F5)								
bps-23-op057-appassionata-1	1: 12/8	1: -4, 68: 0, 91: -4	263	262	1573.5	263	262	1573.5		4307.05	6241	3825	0	0	0											2025-03-02	Linux			"<font size=""14""/>1st Movement
Opus 57"			"<font size=""12""/>Ludwig van Beethoven
(1770 - 1827)"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/bps-23-op057-appassionata-1.mscx	False	29-96 (F1-C7)	mxl		Piano	36-96 (C2-C7)	Piano	29-89 (F1-F6)								
bps-24-op078-1	1: 2/4, 5: 4/4	1: 6	105	105	412.0	205	205	812.0		1319.25	2090	1191	0	0	0											2025-03-02	Linux	http://api.musescore.com/score/108296		"<font size=""24""/>Sonate No. 24, “À Thérèse”"	"<font size=""14""/>1st Movement
Opus 78"		"<font size=""12""/>Ludwig van Beethoven
(1770 - 1827)"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/bps-24-op078-1.mscx	False	30-92 (F#1-G#6)	mxl		Piano	53-92 (E#3-G#6)	Piano	30-78 (F#1-F#5)								
bps-25-op079-sonatina-1	1: 3/4	1: 1	201	201	603.0	201	201	603.0		1571.5	2044	1166	0	0	0											2025-03-02	Linux	http://musescore.com/score/56080		"<font size=""24""/>Sonate No. 25"	"<font size=""14""/>1st Movement
Opus 79"		"<font size=""12""/>Ludwig van Beethoven
(1770 - 1827)"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	test	test/bps-25-op079-sonatina-1.mscx	False	31-93 (G1-A6)	mxl		Piano	54-93 (F#3-A6)	Piano	31-75 (G1-Eb5)								
bps-26-op081a-les-adieux-1	1: 2/4, 17: 2/2	1: -3	255	255	988.0	255	255	988.0		3017.25	2682	1396	0	0	0											2025-03-02	Linux	http://musescore.com/score/119615		"<font size=""24""/>Sonate No. 26, “Les Adieux”"	"<font size=""14""/>1st Movement
Opus 81a"		"<font size=""12""/>Ludwig van Beethoven
(1770 - 1827)"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	validation	validation/bps-26-op081a-les-adieux-1.mscx	False	29-96 (F1-C7)	mxl		Piano	46-96 (Bb2-C7)	Piano	29-82 (F1-Bb5)								
bps-27-op090-1	1: 3/4	1: 1, 119: 0, 131: 1	246	245	736.0	246	245	736.0		2306.0	2642	1247	0	0	0											2025-03-02	Linux			"<font size=""24""/>Sonata No. 27"	"<font size=""14""/>1st Movement 
Opus 90"		"<font size=""12""/>Ludwig van Beethoven 
(1770 - 1827)"	3.6.2	2.5.4.post1.dev3+g4f23346.d20250302	training	training/bps-27-op090-1.mscx	False	28-96 (E1-C7)	mxl		Piano	47-96 (B2-C7)	Piano	28-79 (E1-G5)								
